,assoc_req_count,assoc_succ_count,auths_count,deauth1_count,deauth2_count,deauth3_count,deauth_total,assoc_succ + auth
f0:ab:54:ea:0a:9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84:10:04:38:17:c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8f:5c:01,20.0,20.0,20.0,20.0,20.0,0.0,40.0,40.0
ea:ed:60:08:99:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:58:45:e1,10.0,10.0,11.0,10.0,6.0,1.0,17.0,21.0
38:17:c3:82:6c:71,43.0,43.0,56.0,42.0,41.0,5.0,88.0,99.0
38:17:c3:82:a9:b1,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
64:4d:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:de:2f:7b:ec:48,34.0,34.0,37.0,35.0,30.0,2.0,67.0,71.0
48:4a:e9:d5:3f:00,281.0,281.0,314.0,249.0,232.0,68.0,549.0,595.0
22:ad:56:48:7b:7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:80:06:31:b5:d7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88:e8:eb:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:97:6b:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e0:33:8e:b6:0c:9d,16.0,16.0,16.0,14.0,14.0,0.0,28.0,32.0
ac:a3:1e:5a:66:21,9.0,9.0,16.0,11.0,7.0,4.0,22.0,25.0
ee:4a:3b:3e:73:98,37.0,37.0,38.0,32.0,21.0,3.0,56.0,75.0
6c:eb:ae:07:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:51:30:60,9.0,9.0,9.0,7.0,6.0,1.0,14.0,18.0
38:17:c3:82:74:11,23.0,23.0,25.0,23.0,23.0,0.0,46.0,48.0
00:00:04:80:06:d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:84:8a:c0,7.0,7.0,7.0,7.0,5.0,3.0,15.0,14.0
7c:78:7e:21:5b:f3,35.0,35.0,48.0,26.0,19.0,6.0,51.0,83.0
84:24:8d:6d:98:f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:c5:c0:5e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:8c:d8:72:d5:81,2.0,2.0,5.0,3.0,1.0,2.0,6.0,7.0
70:3a:0e:53:45:51,19.0,19.0,19.0,18.0,18.0,0.0,36.0,38.0
32:b4:b8:27:56:a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:83:e7:7e:0f:d9,1.0,1.0,5.0,3.0,0.0,3.0,6.0,6.0
de:e0:39:fa:69:8d,17.0,17.0,18.0,17.0,13.0,2.0,32.0,35.0
d2:b5:5e:61:05:0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:48:10,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
74:b5:87:09:b8:f6,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0
98:18:88:fb:8f:80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a0:c9:a0:fd:35:1a,21.0,21.0,24.0,22.0,15.0,5.0,42.0,45.0
08:0f:f3:8a:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e:18:88:fb:a4:ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c:96:e6:91:4e:b9,11.0,11.0,12.0,12.0,8.0,4.0,24.0,23.0
a6:02:b9:53:d9:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3c:22:fb:db:c2:ec,60.0,60.0,60.0,44.0,52.0,2.0,98.0,120.0
ac:a3:1e:58:4b:e1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
38:17:c3:82:da:c0,3.0,3.0,3.0,3.0,2.0,0.0,5.0,6.0
ac:a3:1e:5b:8c:70,11.0,11.0,11.0,10.0,11.0,0.0,21.0,22.0
08:10:1a:de:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:9d:6b:16:a6:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:0c:a0,18.0,18.0,18.0,17.0,17.0,12.0,46.0,36.0
90:4c:81:8f:2a:90,10.0,10.0,10.0,10.0,8.0,2.0,20.0,20.0
38:17:c3:84:1a:b1,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
38:89:2c:18:e0:62,3.0,3.0,6.0,4.0,2.0,2.0,8.0,9.0
ae:6b:d9:fc:bd:37,917.0,916.5,967.0,878.0,131.0,26.0,1035.0,1883.5
00:5d:73:0c:66:ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8:51:5b:07:f3:95,95.0,95.0,95.0,94.0,93.0,5.0,192.0,190.0
48:4a:e9:97:bb:f0,549.0,549.0,550.0,516.0,514.0,213.0,1243.0,1099.0
70:3a:0e:51:46:11,5.0,5.0,5.0,5.0,4.0,0.0,9.0,10.0
68:e7:c2:53:0f:75,19.0,19.0,20.0,19.0,13.0,1.0,33.0,39.0
08:11:4b:68:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:ea:bd:40:9f:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c:b9:c4:b4:8a:7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8b:ab:41,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
9e:69:c3:82:73:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:e6:80,26.0,26.0,26.0,19.0,18.0,3.0,40.0,52.0
64:70:33:63:1d:00,308.0,308.0,311.0,309.0,295.0,3.0,607.0,619.0
00:00:00:00:34:c9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c:97:f3:cd:2a:ed,18.0,18.0,18.0,15.0,12.0,5.0,32.0,36.0
88:19:08:40:88:c3,77.0,77.0,84.0,71.0,66.0,68.0,205.0,161.0
b4:f6:1c:ea:67:56,124.0,124.0,129.0,127.0,109.0,7.0,243.0,253.0
92:18:88:fb:6f:6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4:63:c6:0e:23:51,3.0,3.0,3.0,2.0,3.0,0.0,5.0,6.0
98:18:88:fb:ae:65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6:fe:b8:9a:05:37,110.0,110.0,117.0,112.0,79.0,11.0,202.0,227.0
70:0f:6a:88:37:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:09:63:03:21:53,108.0,108.0,109.0,93.0,101.0,3.0,197.0,217.0
48:4a:e9:98:04:50,8.0,8.0,8.0,8.0,8.0,2.0,18.0,16.0
00:00:00:00:f4:74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:b4:0f:2f:c6:f0,136.0,136.0,136.0,104.0,91.0,53.0,248.0,272.0
a2:31:a7:e7:9a:7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:ee:40:ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32:b4:b8:09:d8:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88:a4:79:2d:81:fb,22.0,22.0,24.0,23.0,18.0,3.0,44.0,46.0
d4:02:00:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36:9c:1f:e4:5f:7e,54.0,54.0,55.0,54.0,45.0,2.0,101.0,109.0
10:98:c3:86:6a:86,22.0,22.0,25.0,24.0,17.0,6.0,47.0,47.0
a6:02:cd:32:cc:82,23.0,23.0,29.0,23.0,7.0,5.0,35.0,52.0
5c:28:df:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:19:c2:80,34.0,34.0,35.0,29.0,20.0,6.0,55.0,69.0
9c:e6:5e:df:ef:02,24.0,24.0,25.0,23.0,19.0,1.0,43.0,49.0
70:0f:6a:7b:84:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:65:38:f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec:2c:e2:24:7d:f8,13.0,13.0,14.0,13.0,8.0,2.0,23.0,27.0
22:ad:56:4a:77:7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:a2:5b:cd:21:04,4.0,4.0,7.0,5.0,3.0,2.0,10.0,11.0
ae:ae:19:34:9f:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:bd:11,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
2e:f3:2d:0e:93:a8,24.0,24.0,30.0,25.0,22.0,4.0,51.0,54.0
34:36:3b:83:de:de,3.0,3.0,3.0,2.0,1.0,1.0,4.0,6.0
a4:53:0e:e6:e2:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:1e:41,2.0,2.0,3.0,2.0,3.0,0.0,5.0,5.0
b4:5d:50:13:88:01,372.0,372.0,409.0,362.0,201.0,27.0,590.0,781.0
40:e3:d6:19:bf:61,421.0,421.0,499.0,420.0,321.0,40.0,781.0,920.0
30:35:ad:ab:d4:9c,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0
22:ad:56:32:46:e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:00:61,54.0,54.0,55.0,53.0,47.0,1.0,101.0,109.0
08:11:17:07:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:54:1e:40,8.0,8.0,9.0,9.0,9.0,1.0,19.0,17.0
86:6c:8a:c7:17:8c,2.0,2.0,2.0,3.0,3.0,2.0,8.0,4.0
1c:bf:c0:83:60:31,4.0,4.0,12.0,1.0,0.0,1.0,2.0,16.0
2e:a7:00:1b:94:e8,40.0,40.0,41.0,39.0,21.0,6.0,66.0,81.0
00:54:af:32:47:7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d1:d9:20,31.0,31.0,37.0,28.0,24.0,6.0,58.0,68.0
10:39:3c:e7:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:98:fb:a4:be:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:a8:60,98.0,4.0,98.0,98.0,4.0,0.0,102.0,102.0
32:b4:b8:27:49:e3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:65:2d:ca:cf:7f,67.0,67.0,69.0,65.0,61.0,5.0,131.0,136.0
90:4c:81:8c:4c:40,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
84:fc:ac:ef:82:41,9.0,9.0,9.0,8.0,6.0,2.0,16.0,18.0
a2:4f:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:fb:1b:64:87:d7,4.0,4.0,4.0,4.0,1.0,2.0,7.0,8.0
3a:49:af:b0:e3:1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6a:3b:11:9c:23:ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:52:f5:51,32.0,32.0,32.0,32.0,32.0,0.0,64.0,64.0
ac:a3:1e:5b:a1:91,15.0,15.0,16.0,14.0,14.0,0.0,28.0,31.0
1c:36:bb:bf:13:2d,5.0,5.0,5.0,4.0,2.0,3.0,9.0,10.0
ac:a3:1e:58:b5:d1,19.0,19.0,19.0,16.0,15.0,0.0,31.0,38.0
00:14:3e:42:66:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c:b9:c4:74:8a:7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2:7e:91:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:58:28:30,351.0,351.0,353.0,293.0,323.0,16.0,632.0,704.0
88:64:40:2d:ce:b9,71.0,71.0,73.0,71.0,61.0,4.0,136.0,144.0
9c:b6:d0:c6:12:15,5.0,5.0,9.0,5.0,4.0,0.0,9.0,14.0
dc:41:5f:8c:c9:ac,86.0,86.0,92.0,88.0,74.0,4.0,166.0,178.0
3a:1a:52:2c:02:c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e4:4f:31:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:52:fe:d1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
ac:a3:1e:54:11:90,9.0,9.0,9.0,9.0,9.0,0.0,18.0,18.0
00:00:08:30:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:5d:50:13:29:a1,240.0,240.0,657.0,378.0,333.0,225.0,936.0,897.0
d0:fc:cc:f8:88:65,95.0,95.0,101.0,96.0,92.0,4.0,192.0,196.0
fa:ae:61:8d:8b:3a,74.0,74.0,75.0,55.0,62.0,1.0,118.0,149.0
ac:88:fd:27:2b:5a,81.0,81.0,82.0,40.0,19.0,21.0,80.0,163.0
ac:a3:1e:5b:a1:f0,49.0,49.0,49.0,42.0,49.0,0.0,91.0,98.0
00:00:00:00:31:f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:e1:43:58:0e:8f,108.0,108.0,110.0,105.0,101.0,7.0,213.0,218.0
fe:41:fd:71:dd:8d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:50:2c:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:ba:51,24.0,24.0,24.0,9.0,9.0,0.0,18.0,48.0
fc:18:3c:27:ea:50,32.0,32.0,39.0,32.0,16.0,5.0,53.0,71.0
ac:a3:1e:5a:6f:a0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
84:41:67:37:63:95,6.0,6.0,10.0,8.0,4.0,5.0,17.0,16.0
5c:19:b8:44:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:52:92:10,8.0,8.0,8.0,8.0,8.0,0.0,16.0,16.0
b8:b2:f8:d8:c4:82,10.0,10.0,10.0,10.0,8.0,1.0,19.0,20.0
36:f7:54:b0:7a:db,180.0,180.0,187.0,165.0,148.0,14.0,327.0,367.0
18:7e:b9:32:8c:df,19.0,19.0,19.0,17.0,19.0,0.0,36.0,38.0
48:4a:e9:d5:c3:30,479.0,479.0,488.0,448.0,405.0,113.0,966.0,967.0
a6:ee:d7:ba:c2:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f4:af:e7:da:62:2f,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
c8:d9:d2:c0:5a:db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:23:81,24.0,24.0,25.0,18.0,21.0,1.0,40.0,49.0
9e:18:98:fb:70:c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:00:00:53:c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c:1d:d9:bd:e6:de,42.0,42.0,48.0,45.0,34.0,8.0,87.0,90.0
c6:df:45:22:0a:ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:aa:51,18.0,18.0,18.0,16.0,16.0,0.0,32.0,36.0
b4:5d:50:13:7a:31,735.0,735.0,761.0,718.0,244.0,64.0,1026.0,1496.0
90:4c:81:93:46:a0,5.0,5.0,5.0,4.0,2.0,0.0,6.0,10.0
f0:5c:19:35:b1:70,24.0,24.0,24.0,20.0,24.0,0.0,44.0,48.0
84:ee:ba:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:29:59:7c:48:b4,11.0,11.0,11.0,9.0,11.0,0.0,20.0,22.0
a0:56:b2:af:91:3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2:c0:37:fb:bd:c7,327.0,327.0,333.0,327.0,311.0,4.0,642.0,660.0
b4:5d:50:13:76:e1,801.0,801.0,884.0,758.0,203.0,78.0,1039.0,1685.0
c4:49:bb:f4:49:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:5d:50:13:87:f0,298.0,298.0,311.0,269.0,231.0,34.0,534.0,609.0
f0:ab:54:7b:ec:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c:09:47:a3:85:49,68.0,68.0,96.0,69.0,50.0,13.0,132.0,164.0
8c:85:90:ef:1a:ee,2.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0
8a:ee:89:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c:76:35:f7:7f:ab,22.0,22.0,24.0,22.0,15.0,5.0,42.0,46.0
40:e3:d6:4f:b4:b1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
33:33:ff:50:93:70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a:3d:56:36:7c:43,55.0,55.0,55.0,53.0,53.0,2.0,108.0,110.0
78:61:7c:0f:99:cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e:10:a2:b1:53:b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:98:d0,6.0,6.0,6.0,6.0,6.0,1.0,13.0,12.0
d8:c4:97:fe:2b:cf,4.0,4.0,4.0,4.0,3.0,1.0,8.0,8.0
AC:40:e3:d6:51:af,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82:fd:7a:30:95:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:61:11,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
f0:ab:54:1a:f4:ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:ad:c1,715.0,715.0,857.0,683.0,442.0,124.0,1249.0,1572.0
90:4c:81:8c:37:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:18:88:fb:70:73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:c2:13:45:14:ee,9.0,9.0,9.0,8.0,8.0,1.0,17.0,18.0
ac:a3:1e:54:13:81,98.0,98.0,102.0,97.0,97.0,1.0,195.0,200.0
38:17:c3:82:a3:b0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
92:18:98:fb:9d:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:ae:31,36.0,36.0,37.0,35.0,32.0,1.0,68.0,73.0
98:18:88:fb:a4:c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:be:50,36.0,36.0,36.0,33.0,34.0,2.0,69.0,72.0
8c:f1:12:5c:ef:e4,53.0,53.0,55.0,46.0,40.0,8.0,94.0,108.0
10:1d:53:29:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:4f:ea:31,11.0,11.0,13.0,9.0,10.0,1.0,20.0,24.0
22:ad:56:47:79:81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6c:f0:b1:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:dc:80,33.0,33.0,48.0,35.0,35.0,6.0,76.0,81.0
aa:45:f0:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:83:e7:56:37:07,44.0,44.0,50.0,47.0,39.0,6.0,92.0,94.0
7c:f1:b6:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:4c:40,2.0,2.0,3.0,2.0,2.0,0.0,4.0,5.0
ac:a3:1e:54:1e:52,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0
d2:d5:9f:cd:ac:1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34:80:0e:e5:de:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4:4d:a4:68:e8:ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc:db:21:04:7c:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8f:26:e0,16.0,16.0,16.0,15.0,16.0,0.0,31.0,32.0
30:48:c3:82:73:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:b7:61:b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2:6f:e0:43:2c:76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:f6:b1,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
76:95:ec:e8:aa:c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:e6:e0:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:0a:f5:d3:91:f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c:86:1e:38:ae:9d,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
78:61:7c:15:ab:7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:52:fb:90,401.0,401.0,401.0,288.0,272.0,14.0,574.0,802.0
24:0f:00:10:00:3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:09:a1,49.0,49.0,48.0,4.0,47.0,0.0,51.0,97.0
40:e3:d6:52:9c:30,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
18:8b:9d:e0:b3:0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:54:af:3c:c5:f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:73:80,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
c8:2e:47:5e:3a:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2c:63:cf:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:8b:19:c6:b5:31,55.0,55.0,60.0,54.0,34.0,10.0,98.0,115.0
24:62:ab:17:2d:c3,52.0,52.0,53.0,2.0,1.0,2.0,5.0,105.0
98:b8:ba:48:f3:32,9.0,9.0,9.0,8.0,6.0,2.0,16.0,18.0
5e:62:5f:bb:69:fe,3.0,3.0,3.0,3.0,2.0,1.0,6.0,6.0
70:3a:0e:53:00:00,26.0,26.0,26.0,22.0,15.0,0.0,37.0,52.0
9a:67:8c:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:47:b7:f6:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:a8:e7:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:59:fc:40,18.0,18.0,18.0,17.0,12.0,4.0,33.0,36.0
8a:1e:f6:41:5c:b2,52.0,52.0,55.0,47.0,42.0,22.0,111.0,107.0
ac:a3:1e:54:3b:c0,2546.0,21.0,2553.0,2479.0,17.0,3.0,2499.0,2574.0
12:f1:f2:41:df:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e:18:98:fb:8f:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c:76:35:89:1a:d9,2.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0
14:10:9f:dc:35:d1,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
9e:18:88:fb:a4:b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:84:7f:91,18.0,18.0,18.0,17.0,18.0,0.0,35.0,36.0
90:4c:81:86:d5:f1,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
3e:b8:18:4c:db:fd,3.0,3.0,3.0,3.0,2.0,1.0,6.0,6.0
f8:a9:d0:97:92:45,55.0,55.0,63.0,54.0,49.0,1.0,104.0,118.0
a0:4e:a7:f3:73:b7,3.0,3.0,3.0,3.0,2.0,1.0,6.0,6.0
f8:87:f1:46:ad:9b,5.0,5.0,5.0,4.0,3.0,1.0,8.0,10.0
40:e3:d6:4f:c7:f1,5.0,5.0,8.0,7.0,5.0,2.0,14.0,13.0
ac:a3:1e:5a:ab:b1,20.0,20.0,20.0,20.0,20.0,0.0,40.0,40.0
74:4d:28:27:ee:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:ce:e1,3.0,3.0,2.0,2.0,2.0,0.0,4.0,5.0
40:e3:d6:54:e4:f1,4.0,4.0,6.0,5.0,4.0,1.0,10.0,10.0
ea:3d:02:37:70:23,12.0,12.0,12.0,13.0,9.0,3.0,25.0,24.0
46:e4:ee:d9:9a:c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:73:32:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:36:0a:5e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec:2c:e2:7b:fc:8a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
44:d9:e7:c7:36:1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3c:51:97:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:b7:b0,26.0,26.0,26.0,27.0,26.0,2.0,55.0,52.0
22:ad:56:30:08:ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc:d3:a2:04:55:4a,12.0,12.0,12.0,12.0,11.0,1.0,24.0,24.0
9a:18:98:fb:70:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54:8d:5a:d8:ab:5d,2.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0
90:a2:5b:93:a8:d9,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
48:4a:e9:dd:c8:61,119.0,119.0,125.0,117.0,91.0,0.0,208.0,244.0
66:64:85:a3:2b:9f,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
36:6b:12:1e:ce:12,227.0,227.0,242.0,225.0,189.0,13.0,427.0,469.0
48:4a:e9:d5:da:20,3.0,3.0,3.0,3.0,3.0,1.0,7.0,6.0
0c:bb:c3:82:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:54:36:35:3d:fc,220.0,220.0,226.0,215.0,192.0,9.0,416.0,446.0
20:69:80:1a:24:47,4.0,4.0,4.0,4.0,4.0,4.0,12.0,8.0
d6:2f:a5:f2:6f:ef,28.0,28.0,33.0,25.0,19.0,3.0,47.0,61.0
50:bc:96:6d:75:b3,5.0,5.0,5.0,4.0,1.0,2.0,7.0,10.0
ac:a3:1e:58:43:61,16.0,16.0,16.0,5.0,3.0,0.0,8.0,32.0
9e:18:98:fb:ae:86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:2c:08:0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:f2:e6:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:51:86:c1,5.0,5.0,5.0,4.0,4.0,0.0,8.0,10.0
78:61:7c:69:1a:b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72:9b:00:d8:0a:17,148.0,148.0,163.0,141.0,115.0,12.0,268.0,311.0
40:e3:d6:4f:8e:30,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
70:3a:0e:52:08:41,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
22:ad:56:49:cb:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:b0:0f:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
