,assoc_req_count,assoc_succ_count,auths_count,deauth1_count,deauth2_count,deauth3_count,deauth_total,assoc_succ + auth
04:72:95:7b:6b:de,29.0,29.0,29.0,24.0,28.0,1.0,53.0,58.0
2c:f8:9b:14:1e:c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36:f1:50:dd:fc:b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62:e7:55:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50:18:50:11:1c:0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6:8e:47:36:78:cf,173.0,173.0,183.0,154.0,133.0,18.0,305.0,356.0
AC:38:17:c3:82:88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ea:b3:48:b1:df:46,40.0,40.0,42.0,34.0,31.0,4.0,69.0,82.0
28:80:a2:73:c1:5d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:a0:e4:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:00:00:1d:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:c2:00,8.0,8.0,9.0,5.0,7.0,0.0,12.0,17.0
ac:a3:1e:54:19:e1,7.0,7.0,10.0,7.0,5.0,0.0,12.0,17.0
33:33:ff:fc:41:6d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:83:60,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
94:65:2d:8d:a3:22,63.0,63.0,63.0,60.0,62.0,59.0,181.0,126.0
40:e3:d6:52:a3:71,11.0,11.0,11.0,12.0,11.0,1.0,24.0,22.0
ac:a3:1e:5b:8b:61,9.0,9.0,10.0,9.0,8.0,1.0,18.0,19.0
3c:2e:ff:22:02:d0,72.0,72.0,78.0,71.0,60.0,5.0,136.0,150.0
f0:18:98:01:bb:68,3.0,3.0,3.0,3.0,1.0,2.0,6.0,6.0
bc:82:5d:84:93:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:ab:54:9d:ec:77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:49:14:0d:4f:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c:b2:b7:52:2d:85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:b2:39:a0:82:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c8:b5:ad:af:19:71,12.0,12.0,12.0,11.0,10.0,1.0,22.0,24.0
34:04:1e:64:0c:1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:61:71,125.0,125.0,126.0,88.0,86.0,0.0,174.0,251.0
b2:b2:ad:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:a6:50,8.0,8.0,8.0,8.0,8.0,0.0,16.0,16.0
bc:82:5d:d6:9f:96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32:ca:55:2f:5e:00,67.0,67.0,69.0,68.0,59.0,4.0,131.0,136.0
90:4c:81:93:5e:80,24.0,24.0,25.0,17.0,21.0,0.0,38.0,49.0
8a:eb:0f:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:95:ce:57:94:3d,46.0,46.0,47.0,41.0,47.0,0.0,88.0,93.0
bc:98:df:65:29:2e,59.0,59.0,67.0,59.0,54.0,4.0,117.0,126.0
28:ac:9e:04:14:60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8f:37:c1,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
9c:8c:d8:71:e8:70,97.0,97.0,97.0,62.0,74.0,32.0,168.0,194.0
70:3a:0e:53:4a:51,8.0,8.0,8.0,8.0,8.0,0.0,16.0,16.0
ae:ae:19:5c:02:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:79:18:86:cb:e4,4.0,4.0,5.0,2.0,5.0,2.0,9.0,9.0
be:75:36:d8:f5:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:29:30,7.0,7.0,7.0,5.0,5.0,0.0,10.0,14.0
60:1d:91:c6:a4:96,45.0,45.0,47.0,41.0,36.0,4.0,81.0,92.0
ac:a3:1e:5a:a0:10,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
40:e3:d6:4f:cc:31,23.0,23.0,23.0,21.0,21.0,0.0,42.0,46.0
7e:d8:e0:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3c:69:23:f8:4f,116.0,116.0,126.0,105.0,68.0,23.0,196.0,242.0
9c:31:38:17:c3:84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62:50:e0:cf:3d:f0,28.0,28.0,28.0,28.0,26.0,1.0,55.0,56.0
00:00:00:00:03:4a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:c3:f1,441.0,441.0,481.0,433.0,283.0,41.0,757.0,922.0
08:c5:e1:2e:7f:23,19.0,19.0,22.0,22.0,14.0,7.0,43.0,41.0
AC:ac:a3:1e:5a:a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:60:5f:17:3c:7a,6.0,6.0,6.0,5.0,0.0,4.0,9.0,12.0
38:17:c3:82:b6:11,12.0,12.0,12.0,12.0,12.0,0.0,24.0,24.0
88:e9:fe:7d:3e:fb,40.0,40.0,47.0,30.0,35.0,2.0,67.0,87.0
10:29:59:7f:53:4b,2.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0
16:40:ae:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:5d:50:13:7a:b1,318.0,318.0,323.0,311.0,273.0,4.0,588.0,641.0
33:33:ff:5a:ae:7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:52:88:a1,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
60:e3:ac:ad:0a:8f,3.0,3.0,3.0,2.0,0.0,2.0,4.0,6.0
9a:18:98:fb:ae:4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:80:06:1b:58:88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:34:b0,27.0,27.0,31.0,28.0,25.0,2.0,55.0,58.0
f0:18:98:15:f2:4d,3.0,3.0,3.0,2.0,1.0,0.0,3.0,6.0
56:77:c1:0b:fc:e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:0a:f5:bb:36:a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:90:71,7.0,7.0,7.0,7.0,7.0,0.0,14.0,14.0
AC:48:4a:e9:d5:d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:b0:34:ab:f0:5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0e:43:67:2e:e1:e2,231.0,231.0,237.0,217.0,176.0,8.0,401.0,468.0
28:ff:3c:50:f5:52,11.0,11.0,11.0,11.0,11.0,11.0,33.0,22.0
94:e9:79:2c:d7:bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80:8d:b7:7a:71:b1,645.0,645.0,644.0,614.0,506.0,16.0,1136.0,1289.0
e2:aa:86:c7:e3:ce,12.0,12.0,13.0,11.0,7.0,2.0,20.0,25.0
c0:d3:91:e1:8c:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:9d:6b:01:34:d7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c:57:3c:8e:d8:f1,64.0,64.0,64.0,64.0,61.0,2.0,127.0,128.0
3c:22:fb:bb:05:61,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
08:11:2c:1f:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:f6:d6:14:12:ac,2.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0
08:11:b9:70:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42:2c:c8:0f:ce:ef,103.0,103.0,116.0,101.0,93.0,5.0,199.0,219.0
a4:b4:39:f7:24:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:4f:8a:8d:7f:8e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:4b:50,13.0,13.0,13.0,11.0,12.0,6.0,29.0,26.0
ac:a3:1e:59:ea:81,1.0,1.0,3.0,3.0,1.0,2.0,6.0,4.0
94:0c:98:a4:e5:88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30:48:c3:82:d7:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:54:2f:eb:1f:8b,10.0,10.0,10.0,7.0,10.0,0.0,17.0,20.0
38:17:c3:82:74:00,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
ac:a3:1e:5b:24:80,4.0,4.0,7.0,2.0,1.0,0.0,3.0,11.0
98:18:88:fb:8f:df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:f6:d8:7f:2a:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:8b:31,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0
bc:82:5d:3e:df:b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:7e:c4:4c:07:b9,16.0,16.0,16.0,15.0,15.0,0.0,30.0,32.0
38:17:c3:89:ee:31,4.0,4.0,4.0,4.0,4.0,0.0,8.0,8.0
70:3a:0e:52:fa:e1,56.0,56.0,62.0,60.0,18.0,4.0,82.0,118.0
8e:e4:ba:9f:20:00,69.0,69.0,69.0,24.0,19.0,3.0,46.0,138.0
ea:2e:bf:bb:ab:dd,8.0,8.0,8.0,7.0,5.0,2.0,14.0,16.0
f8:87:f1:ac:8a:a2,12.0,12.0,12.0,12.0,9.0,11.0,32.0,24.0
d4:f5:16:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:83:31,6.0,6.0,6.0,6.0,6.0,0.0,12.0,12.0
70:3c:69:51:09:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:fb:c0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
44:4a:db:49:2d:37,137.0,137.0,145.0,113.0,96.0,6.0,215.0,282.0
04:80:06:e3:8c:0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:1f:74:33:72:f0,45.0,45.0,47.0,43.0,36.0,2.0,81.0,92.0
ac:a3:1e:54:42:a0,14.0,14.0,14.0,14.0,13.0,0.0,27.0,28.0
ac:a3:1e:5a:62:41,7.0,7.0,7.0,7.0,7.0,0.0,14.0,14.0
ca:ee:a0:5b:06:fa,93.0,93.0,100.0,83.0,69.0,2.0,154.0,193.0
c6:55:f4:b8:56:95,59.0,59.0,63.0,61.0,48.0,7.0,116.0,122.0
40:e3:d6:52:ac:b0,14.0,14.0,16.0,14.0,14.0,0.0,28.0,30.0
33:33:ff:fd:18:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:17:23:e1:d0:72,16.0,16.0,16.0,6.0,11.0,2.0,19.0,32.0
c4:49:bb:55:b6:6e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:c3:82:73:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e0:89:7e:d2:ae:1c,52.0,52.0,52.0,52.0,43.0,2.0,97.0,104.0
0c:51:01:6f:d8:d9,81.0,81.0,90.0,84.0,61.0,11.0,156.0,171.0
18:f1:d8:9b:29:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6:c5:53:f4:96:3e,27.0,27.0,27.0,26.0,20.0,1.0,47.0,54.0
04:80:06:4b:d4:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2:6b:6f:e8:5d:41,18.0,18.0,19.0,16.0,14.0,0.0,30.0,37.0
90:4c:81:8b:9c:80,24.0,24.0,24.0,21.0,12.0,1.0,34.0,48.0
d8:c4:97:fd:78:e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:98:fb:a4:ba:5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64:89:f1:91:69:27,79.0,79.0,82.0,82.0,69.0,8.0,159.0,161.0
18:4b:0d:59:d2:a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e:18:88:fb:a4:d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a:45:88:22:4c:b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:59:a7:c0,3.0,3.0,5.0,3.0,4.0,0.0,7.0,8.0
1a:44:02:13:bc:3a,51.0,51.0,55.0,43.0,39.0,4.0,86.0,106.0
9c:8c:d8:72:cb:51,43.0,43.0,43.0,41.0,41.0,0.0,82.0,86.0
98:10:e8:22:53:16,86.0,86.0,92.0,82.0,62.0,14.0,158.0,178.0
8c:85:90:d1:5c:bf,7.0,7.0,7.0,6.0,4.0,0.0,10.0,14.0
96:25:a2:84:e7:18,109.0,109.0,120.0,105.0,79.0,19.0,203.0,229.0
02:b2:6e:91:9d:52,40.0,40.0,40.0,34.0,33.0,0.0,67.0,80.0
70:0f:6a:7b:50:ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:38:17:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:c3:82:ce:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86:6e:ae:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:01:7c:58:7d:a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:4e:35:cc:b4:f1,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
8c:f5:a3:8f:ab:b4,44.0,44.0,47.0,44.0,39.0,9.0,92.0,91.0
90:4c:81:8e:f9:70,7.0,7.0,7.0,6.0,7.0,2.0,15.0,14.0
72:f6:69:1e:bf:87,115.0,115.0,114.0,111.0,105.0,4.0,220.0,229.0
b4:5d:50:13:45:60,328.0,328.0,365.0,293.0,180.0,119.0,592.0,693.0
9c:8c:d8:72:49:01,22.0,22.0,25.0,21.0,1.0,4.0,26.0,47.0
9e:18:98:fb:70:78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:ab:54:24:27:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c8:b5:ad:af:1a:30,7.0,7.0,7.0,4.0,7.0,1.0,12.0,14.0
ac:a3:1e:54:26:61,14.0,14.0,14.0,9.0,5.0,0.0,14.0,28.0
9c:8c:d8:72:a2:41,19.0,19.0,20.0,19.0,19.0,0.0,38.0,39.0
04:80:06:e3:6a:f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:90:31,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
c0:b5:d7:33:fd:cb,26.0,26.0,22.0,17.0,0.0,3.0,20.0,48.0
00:30:44:25:c7:78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:f3:87:c8:df:72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:7b:60,4.0,4.0,4.0,5.0,1.0,1.0,7.0,8.0
d8:da:8c:6c:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68:72:51:88:2f:87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:ab:54:72:4e:64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78:61:7c:6d:1f:da,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:b3:96:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:93:91,29.0,29.0,29.0,27.0,27.0,0.0,54.0,58.0
00:fc:ba:e7:99:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:fd:b1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
82:b9:d0:5f:64:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88:e9:fe:66:58:b1,18.0,18.0,18.0,18.0,10.0,8.0,36.0,36.0
f0:81:75:01:dc:7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a:16:d7:a9:e4:b9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:54:af:f3:ec:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:11:1c:c1:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8b:a9:b1,7.0,7.0,7.0,7.0,7.0,0.0,14.0,14.0
48:4a:e9:d5:e3:61,184.0,184.0,226.0,163.0,94.0,34.0,291.0,410.0
40:e3:d6:54:ed:50,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
00:13:ef:2f:2e:33,3.0,3.0,3.0,2.0,0.0,2.0,4.0,6.0
90:32:4b:0f:80:d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:44:44:31:80:00,2.0,2.0,2.0,2.0,0.0,1.0,3.0,4.0
00:00:00:00:e8:72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:9f:ef:a4:3f:20,25.0,25.0,25.0,25.0,21.0,3.0,49.0,50.0
40:e3:d6:52:25:61,10.0,10.0,13.0,9.0,10.0,1.0,20.0,23.0
90:4c:81:8e:90:51,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
9c:8c:d8:72:ca:c1,7.0,7.0,7.0,7.0,7.0,0.0,14.0,14.0
9c:8c:d8:72:85:41,65.0,65.0,81.0,68.0,53.0,13.0,134.0,146.0
10:f0:05:ec:78:27,20.0,20.0,20.0,8.0,0.0,0.0,8.0,40.0
33:33:ff:a2:47:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e:18:98:fb:70:ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:58:43:90,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
30:57:14:a4:96:a4,38.0,38.0,45.0,40.0,26.0,3.0,69.0,83.0
84:ab:1a:d8:3c:b2,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0
14:9d:99:c6:f8:db,11.0,11.0,11.0,11.0,10.0,1.0,22.0,22.0
0c:f3:c3:82:73:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC:ac:a3:1e:54:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC:ac:a3:1e:5a:b7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:d6:30,12.0,12.0,15.0,13.0,11.0,2.0,26.0,27.0
3c:22:fb:be:f5:35,9.0,9.0,13.0,8.0,1.0,5.0,14.0,22.0
00:00:c3:82:ce:72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:59:a9:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c2:5a:c3:82:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:0e:4d:f8:55:4e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:e1:11,39.0,39.0,39.0,34.0,35.0,2.0,71.0,78.0
6a:72:9d:29:14:0d,36.0,36.0,46.0,35.0,20.0,10.0,65.0,82.0
38:17:c3:82:e2:11,7.0,7.0,7.0,6.0,7.0,0.0,13.0,14.0
04:ea:56:f9:a9:48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
54:3d:37:be:0d:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:83:41,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
04:80:06:0b:fe:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c:86:1e:e4:3a:52,114.0,114.0,116.0,107.0,105.0,107.0,319.0,230.0
a6:18:88:fb:a4:a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8b:cd:a0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0
90:4c:81:8e:f8:a0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
33:33:ff:c6:20:c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:59:b1:11,26.0,26.0,27.0,26.0,23.0,3.0,52.0,53.0
70:3c:69:30:19:8b,126.0,126.0,139.0,125.0,92.0,15.0,232.0,265.0
34:41:5d:e6:ad:5c,8.0,8.0,10.0,9.0,6.0,2.0,17.0,18.0
b2:af:b4:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:bb:d1,62.0,62.0,62.0,59.0,59.0,1.0,119.0,124.0
06:dd:30:c8:c0:97,18.0,18.0,18.0,14.0,11.0,2.0,27.0,36.0
9e:ff:06:d9:de:f3,2.0,2.0,5.0,4.0,0.0,4.0,8.0,7.0
60:d0:2c:47:b6:b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58:e2:8f:a4:fd:43,155.0,155.0,157.0,154.0,138.0,7.0,299.0,312.0
48:4a:e9:98:fe:e0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0
38:17:c3:82:7e:f0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
00:54:af:3e:52:c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:fc:a1,5.0,5.0,6.0,4.0,2.0,0.0,6.0,11.0
c6:5f:46:6b:0a:d6,123.0,123.0,124.0,112.0,115.0,3.0,230.0,247.0
b4:5d:50:13:72:91,194.0,194.0,197.0,188.0,168.0,7.0,363.0,391.0
00:40:bf:0c:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e4:00:42:43:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:54:af:ff:2f:80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:12:16:51:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80:ed:2c:90:0a:c0,58.0,58.0,58.0,57.0,53.0,6.0,116.0,116.0
b8:41:a4:4f:69:f2,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
94:a3:ca:05:5c:1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8f:37:c0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
a4:00:c3:82:d2:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6:53:83:76:9e:98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:42:b0,128.0,128.0,131.0,111.0,114.0,19.0,244.0,259.0
a0:a8:cd:d5:22:5d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8d:96:d0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0
ae:b1:b1:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:83:23:d3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a:17:bc:49:b6:b0,40.0,40.0,53.0,41.0,19.0,8.0,68.0,93.0
9c:8c:d8:71:41:f0,83.0,83.0,83.0,60.0,64.0,2.0,126.0,166.0
08:10:31:88:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:80:06:fd:5a:9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c:62:c0:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e:18:88:fb:a4:eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:de:21,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
b2:af:b3:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce:6c:44:15:f1:04,187.0,187.0,197.0,160.0,124.0,22.0,306.0,384.0
e0:5f:45:93:ba:46,20.0,20.0,21.0,19.0,13.0,4.0,36.0,41.0
70:3a:0e:50:02:f1,17.0,17.0,17.0,14.0,13.0,1.0,28.0,34.0
14:c2:13:23:1d:f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:58:43:a0,19.0,19.0,19.0,18.0,19.0,0.0,37.0,38.0
dc:0b:34:c0:25:90,11.0,11.0,18.0,12.0,8.0,9.0,29.0,29.0
bc:82:5d:4e:c3:b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:00:c3:82:d9:f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:e9:79:ba:ef:9f,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
46:80:72:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:68:30,39.0,39.0,39.0,34.0,38.0,0.0,72.0,78.0
10:98:c3:2d:cd:0e,16.0,16.0,17.0,20.0,16.0,13.0,49.0,33.0
98:5d:46:58:cf:69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:16:25:c2:cc:3f,7.0,7.0,7.0,6.0,2.0,2.0,10.0,14.0
20:a6:cd:2c:e2:f0,60.0,60.0,68.0,58.0,31.0,32.0,121.0,128.0
ec:2c:e2:7b:fb:e8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
68:fd:85:5e:91:79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50:a6:7f:df:70:3f,12.0,12.0,13.0,11.0,13.0,0.0,24.0,25.0
9e:19:7f:f7:b2:20,21.0,21.0,21.0,21.0,20.0,1.0,42.0,42.0
50:bc:96:94:9c:27,33.0,33.0,34.0,32.0,32.0,1.0,65.0,67.0
88:a4:79:f0:a6:75,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0
a0:c9:a0:88:a3:96,170.0,170.0,173.0,169.0,150.0,5.0,324.0,343.0
ac:a3:1e:59:ad:72,9.0,9.0,9.0,7.0,9.0,7.0,23.0,18.0
88:19:08:d1:25:97,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
70:3a:0e:52:ff:50,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
7a:47:a0:8d:1e:3c,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0
70:3a:0e:52:e5:91,8.0,8.0,8.0,8.0,8.0,0.0,16.0,16.0
5a:f9:bf:4a:07:9f,609.0,609.0,638.0,593.0,550.0,16.0,1159.0,1247.0
98:46:0a:c2:57:ed,69.0,69.0,74.0,65.0,55.0,4.0,124.0,143.0
78:61:7c:25:be:ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8:b2:f8:db:79:a0,64.0,64.0,77.0,63.0,53.0,5.0,121.0,141.0
b4:5d:50:13:24:c1,596.0,596.0,672.0,569.0,389.0,120.0,1078.0,1268.0
bc:ff:eb:d2:5c:19,81.0,81.0,88.0,84.0,78.0,6.0,168.0,169.0
66:14:85:5f:4d:a6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:98:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:00:00:f8:75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:76:11,470.0,470.0,724.0,405.0,212.0,97.0,714.0,1194.0
54:33:cb:69:39:48,6.0,6.0,6.0,6.0,6.0,6.0,18.0,12.0
ba:02:ff:07:a4:d1,177.0,177.0,187.0,176.0,147.0,10.0,333.0,364.0
